,delivery_partner,vehicle_type,delivery_mode,distance_km,package_weight_kg,delivery_cost
12675,dhl,bike,express,281.7,15.06,25513.01669687859
12676,fedex,bike,express,154.3,34.78,14896.5663084905
12677,blue dart,truck,express,22.5,41.04,96568.47812412809
12678,shadowfax,scooter,express,31.7,28.71,4880.86489175571
12679,xpressbees,ev bike,standard,215.0,37.91,5250.654937462803
12680,fedex,ev bike,express,198.7,7.23,6678.280463371282
12681,amazon logistics,truck,standard,69.5,36.9,17976.57461454824
12682,ecom express,van,standard,227.6,37.5,52428.261547765156
12683,ecom express,truck,express,73.1,31.93,142991.62109485178
12684,delhivery,ev bike,express,168.6,16.48,9948.860883188212
12685,amazon logistics,van,express,112.0,27.4,38456.3884916643
12686,dhl,van,express,211.1,9.38,83673.47921471261
12687,fedex,scooter,standard,205.3,26.83,4017.458283978458
12688,dhl,scooter,express,247.5,41.57,21023.26509903711
12689,ekart,bike,standard,85.1,29.38,1516.1254783776164
12690,amazon logistics,bike,express,121.0,13.71,7973.683731149556
12691,shadowfax,bike,standard,68.7,21.37,1936.9220643992735
12692,ecom express,ev bike,express,158.6,27.93,16847.426222981732
12693,ecom express,truck,express,14.3,30.31,87095.81556024584
12694,dhl,bike,express,268.4,27.74,25853.834813403446
12695,xpressbees,ev bike,express,102.4,41.88,13713.453682104537
12696,fedex,ev bike,standard,99.2,3.17,901.6728962881754
12697,fedex,ev van,express,124.3,30.41,33868.73840861885
12698,xpressbees,ev van,express,99.0,23.09,47133.139596759516
12699,xpressbees,bike,express,198.2,7.69,27152.93358291183
12700,ecom express,truck,standard,281.0,2.95,62523.78637757672
12701,xpressbees,ev bike,standard,153.5,42.0,4381.310707193246
12702,shadowfax,scooter,express,243.0,46.46,13516.019181940348
12703,ecom express,truck,standard,98.8,29.1,47034.667297043314
12704,delhivery,bike,standard,125.5,49.52,7047.54359563413
12705,xpressbees,scooter,express,270.4,12.91,26874.548342166767
12706,dhl,ev van,express,16.8,3.88,5437.940307249635
12707,dhl,ev bike,standard,152.2,42.0,3155.7676759530705
12708,amazon logistics,scooter,standard,249.5,13.62,3326.858153621231
12709,ekart,ev van,standard,182.7,27.74,5598.482320171411
12710,amazon logistics,scooter,express,31.4,16.05,3505.8908819354315
12711,fedex,van,standard,19.0,17.17,5002.8795211958495
12712,dhl,van,standard,264.6,44.67,39187.18217615429
12713,ekart,truck,standard,122.4,24.79,9737.438890439034
12714,dhl,scooter,standard,139.5,3.1,2758.34342382419
12715,ecom express,scooter,express,54.7,31.31,13559.938066964209
12716,delhivery,ev bike,express,141.4,48.72,12636.279504306414
12717,fedex,scooter,express,125.3,11.83,7750.902712798644
12718,amazon logistics,bike,standard,234.6,34.59,5561.576129349623
12719,fedex,bike,express,28.9,21.62,6029.7041387423105
12720,shadowfax,scooter,standard,191.7,14.2,2363.8455773061423
12721,dhl,bike,standard,291.4,45.92,9975.725321387494
12722,blue dart,bike,express,87.6,2.19,9486.074390707976
12723,shadowfax,ev bike,standard,217.6,46.73,2612.4662639182297
12724,ecom express,truck,express,29.5,4.39,30977.426286117607
12725,fedex,bike,express,145.5,35.47,14618.0980804216
12726,dhl,scooter,standard,109.1,0.67,2025.2366833707024
12727,blue dart,ev bike,express,216.3,44.0,17818.27561394476
12728,ecom express,ev bike,express,286.9,36.82,29022.835144015287
12729,amazon logistics,ev van,standard,229.4,2.3,9916.020670703523
12730,ecom express,scooter,express,57.8,35.16,15024.549202019633
12731,dhl,ev van,standard,245.6,34.43,20852.153203192032
12732,shadowfax,van,standard,10.2,23.03,4769.521750098083
12733,dhl,scooter,standard,205.2,45.05,5261.471338945223
12734,ekart,truck,standard,15.0,45.73,7003.299331989472
12735,blue dart,bike,express,252.1,24.66,36698.54214945516
12736,dhl,van,standard,267.5,0.67,26577.47982185673
12737,fedex,van,standard,195.4,35.81,22921.800113123652
12738,blue dart,truck,express,73.4,30.07,105971.50771415434
12739,xpressbees,scooter,standard,60.7,26.97,3254.6497420032433
12740,fedex,bike,standard,67.0,23.78,2738.719228129246
12741,amazon logistics,van,express,93.9,20.73,35191.19689788256
12742,ekart,ev van,standard,151.1,21.72,4467.081557062581
12743,delhivery,truck,express,17.2,4.61,15931.460986585666
12744,ekart,truck,express,233.0,4.77,44430.76585743829
12745,ecom express,truck,standard,150.3,3.97,40813.475274264216
12746,ekart,truck,express,167.9,12.12,38178.88994451403
12747,xpressbees,scooter,standard,194.7,2.71,4974.598193402653
12748,amazon logistics,ev van,standard,48.8,49.52,6944.1358129079945
12749,ekart,scooter,express,181.3,35.91,6974.306214829278
12750,shadowfax,truck,standard,121.2,25.31,16031.285157012608
12751,blue dart,ev van,standard,141.1,15.16,14941.373843228448
12752,dhl,truck,express,180.9,44.4,162127.21494812073
12753,ekart,ev van,standard,73.6,15.67,2513.8845985546764
12754,xpressbees,scooter,standard,26.7,48.82,4131.496377988052
12755,amazon logistics,truck,express,124.7,29.6,66162.5641577131
12756,ekart,bike,express,46.7,15.34,2856.555354914835
12757,ekart,truck,standard,24.3,4.55,1986.3732209940438
12758,amazon logistics,scooter,standard,217.8,35.25,3508.68521061293
12759,fedex,truck,express,184.2,7.22,71001.98565012538
12760,fedex,scooter,standard,48.5,17.36,1389.177300765151
12761,xpressbees,bike,express,148.0,49.3,32040.80957558298
12762,blue dart,ev van,standard,274.3,3.09,20515.19960721569
12763,amazon logistics,ev van,express,273.3,6.94,39819.52730925065
12764,dhl,scooter,standard,133.3,21.71,3691.6425200541757
12765,shadowfax,scooter,express,274.7,3.78,11527.844172133455
12766,dhl,bike,standard,254.7,31.35,8709.245082120933
12767,xpressbees,ev bike,express,37.3,42.17,9911.859911266574
12768,shadowfax,ev van,standard,84.6,23.68,6044.614358774769
12769,blue dart,scooter,express,79.9,28.09,13125.089982864101
12770,blue dart,van,express,12.6,26.13,38874.05451573438
12771,amazon logistics,ev bike,express,164.8,19.94,6585.342852853652
12772,fedex,van,express,183.8,46.57,87155.29123701419
12773,ekart,ev bike,standard,16.5,3.82,115.55501894693977
12774,blue dart,ev bike,express,180.2,40.46,15372.2444554116
12775,blue dart,ev bike,standard,65.3,38.19,2829.3082431711373
12776,ecom express,ev bike,express,79.5,24.05,11118.983371394677
12777,ecom express,van,express,9.3,40.14,75466.53368245866
12778,dhl,van,standard,4.5,1.74,911.4780120152601
12779,blue dart,truck,express,198.5,15.97,155255.14703651314
12780,dhl,bike,standard,65.7,45.89,4387.263364347405
12781,blue dart,truck,express,287.8,41.18,234434.5858790205
12782,fedex,bike,express,270.5,47.57,28040.493474464205
12783,shadowfax,ev bike,standard,13.0,33.92,852.4847086607098
12784,ecom express,truck,express,249.1,6.83,228617.75958559455
12785,ekart,van,standard,203.2,48.03,11709.589726673472
12786,blue dart,scooter,express,123.3,23.55,15515.888208283915
12787,blue dart,truck,standard,70.2,49.52,41121.38428014969
12788,dhl,truck,express,170.8,31.92,125711.51503654165
12789,shadowfax,ev bike,standard,272.9,39.58,2856.027440481068
12790,delhivery,ev van,express,35.4,12.94,17353.23403355926
12791,xpressbees,scooter,standard,275.9,18.52,8353.033835373739
12792,fedex,bike,express,204.6,0.67,13009.379975896823
12793,amazon logistics,truck,express,22.6,38.83,41325.18786376555
12794,fedex,bike,standard,148.7,18.51,3335.2122078924153
12795,blue dart,bike,standard,18.6,3.42,842.3093559931659
12796,delhivery,scooter,express,207.2,3.87,15499.058566588361
12797,shadowfax,ev bike,standard,22.3,15.34,527.7927242123469
12798,fedex,bike,express,118.1,49.15,15290.178445500022
12799,amazon logistics,van,standard,31.8,0.85,2357.4141895633934
12800,amazon logistics,bike,standard,288.2,23.26,5726.157907893361
12801,blue dart,ev van,express,85.1,37.19,48603.854844057
12802,ekart,ev bike,express,149.6,15.57,2760.2425234634898
12803,blue dart,bike,express,71.7,19.79,14758.943884524933
12804,delhivery,scooter,standard,169.1,17.15,4666.179612721727
12805,delhivery,van,standard,33.8,2.62,4304.013636827641
12806,delhivery,van,standard,209.8,2.41,23543.05471649584
12807,fedex,scooter,express,52.6,39.14,7337.396614494554
12808,blue dart,van,standard,286.1,40.85,46869.810473779566
12809,blue dart,ev van,standard,174.7,15.0,17608.38892610678
12810,blue dart,scooter,express,272.5,49.22,31062.148904055728
12811,xpressbees,bike,express,26.3,4.04,4963.44075160521
12812,shadowfax,van,express,93.1,33.27,40599.57225155435
12813,ecom express,van,express,166.7,16.56,115199.31180029255
12814,blue dart,scooter,standard,177.5,23.29,5548.821418387295
12815,blue dart,bike,express,240.9,18.79,30857.374277489635
12816,fedex,bike,express,5.7,2.17,776.8506555941392
12817,shadowfax,ev bike,express,212.7,42.64,7769.572090682146
12818,blue dart,bike,express,166.2,39.83,28838.112664281114
12819,blue dart,scooter,express,287.7,3.2,23955.96406640314
12820,dhl,ev bike,express,241.6,33.88,14036.14487190641
12821,delhivery,truck,express,91.2,17.47,80397.77409314203
12822,dhl,bike,express,6.6,9.37,2985.850586238717
12823,xpressbees,scooter,express,167.1,12.04,17047.82934065425
12824,fedex,van,standard,155.9,4.8,11627.46038768108
12825,dhl,van,standard,261.9,7.59,23367.332153334137
12826,fedex,ev van,standard,30.7,23.6,4615.984260121708
12827,ecom express,bike,standard,176.4,41.14,10533.447041552898
12828,fedex,bike,express,297.1,27.27,25324.41628854403
12829,fedex,truck,express,8.5,27.25,33461.11477959174
12830,ecom express,ev van,standard,17.3,40.48,12579.60066068933
12831,blue dart,bike,standard,3.6,43.3,4143.958857822522
12832,delhivery,ev bike,express,18.5,31.38,4925.720681083565
12833,fedex,ev van,express,68.6,23.11,19970.417825168573
12834,ekart,van,express,198.1,11.79,25737.74503693323
12835,blue dart,van,express,151.4,6.47,65184.61839962058
12836,blue dart,ev van,standard,26.7,31.34,9911.009524171468
12837,amazon logistics,truck,express,107.4,43.69,83294.61066410084
12838,shadowfax,truck,standard,122.3,43.95,23285.107712573976
12839,xpressbees,scooter,standard,190.6,21.29,6256.895909107517
12840,blue dart,ev van,standard,79.1,8.34,7373.665457494746
12841,dhl,scooter,express,3.6,45.42,8055.239002812005
12842,shadowfax,van,standard,20.3,29.16,5675.2341047149075
12843,fedex,ev van,express,16.0,18.51,11004.847681930567
12844,xpressbees,truck,standard,247.4,6.22,51809.35682261156
12845,xpressbees,ev bike,express,6.2,31.07,5422.512007523529
12846,dhl,ev van,express,85.3,13.38,25488.171152133506
12847,amazon logistics,truck,standard,105.4,33.8,17559.183152702677
12848,ekart,bike,express,243.6,37.85,11135.01150377732
12849,delhivery,ev bike,standard,232.9,12.0,3694.4253721559403
12850,ecom express,truck,standard,214.6,15.98,65664.4897506695
12851,delhivery,scooter,standard,194.2,23.76,5766.29759539065
12852,ekart,bike,standard,177.8,26.84,2137.2978460294075
12853,blue dart,ev van,standard,286.2,35.5,27905.45120398644
12854,ekart,bike,express,3.6,3.7,396.0059365680453
12855,dhl,van,express,149.6,37.21,82314.07966495151
12856,blue dart,ev van,express,199.1,45.94,82509.78484777524
12857,fedex,ev van,standard,189.1,32.33,12432.449346517335
12858,ecom express,ev van,express,293.8,15.38,107478.54372732587
12859,blue dart,ev bike,standard,225.7,36.69,5317.596942485959
12860,ecom express,van,standard,179.1,16.08,33503.61814270022
12861,dhl,scooter,express,82.5,3.96,5997.345914774916
12862,shadowfax,ev van,express,268.8,11.89,41382.07336143901
12863,dhl,truck,express,97.6,37.02,100365.40750439254
12864,ekart,van,express,214.6,18.57,30738.990544216125
12865,delhivery,ev van,express,101.8,47.43,61528.41878801914
12866,shadowfax,van,express,179.4,40.17,57350.23196827598
12867,ecom express,bike,standard,129.5,8.9,6300.567547899125
12868,fedex,truck,express,140.6,41.05,100546.86504985404
12869,shadowfax,van,express,123.4,48.68,58525.29336298211
12870,shadowfax,truck,express,237.3,40.69,100084.50188761584
12871,dhl,truck,express,177.4,37.32,146997.6216062042
12872,blue dart,truck,standard,151.7,9.06,33880.10600958141
12873,fedex,van,express,148.7,7.2,40418.97259434542
12874,amazon logistics,scooter,express,140.9,23.91,9376.639696771055
12875,ekart,scooter,express,243.6,13.51,6014.153330850846
12876,amazon logistics,ev van,express,150.1,14.87,26914.509892224632
12877,amazon logistics,ev bike,standard,148.3,4.52,1309.5171542335468
12878,ekart,van,express,41.1,19.63,11953.733697202853
12879,shadowfax,ev van,express,74.4,14.17,14160.726548432396
12880,xpressbees,ev bike,express,243.0,45.2,20639.334551438344
12881,fedex,truck,express,247.6,44.35,152628.14245140477
12882,xpressbees,ev bike,express,105.8,42.48,14474.131156264511
12883,ecom express,ev van,standard,60.0,29.03,13651.8781657775
12884,shadowfax,truck,express,237.2,26.72,93330.00297318312
12885,amazon logistics,bike,express,274.6,8.67,17737.091482785534
12886,amazon logistics,van,standard,210.4,6.17,14716.445022519425
12887,amazon logistics,scooter,express,114.1,19.39,7527.094167409982
12888,amazon logistics,ev bike,express,148.6,14.44,5744.258506971814
12889,ekart,bike,express,263.1,25.65,10356.645301950912
12890,delhivery,van,express,46.4,9.05,26891.565458203913
12891,blue dart,van,express,15.2,37.31,58234.13313896875
12892,ekart,van,express,272.3,47.46,44659.43522096796
12893,xpressbees,truck,standard,172.1,7.22,37043.97397512151
12894,fedex,truck,standard,191.7,31.56,28481.777631011548
12895,fedex,scooter,express,42.3,37.18,6994.92811994393
12896,delhivery,ev bike,express,218.2,24.35,13700.76095494089
12897,xpressbees,van,standard,169.5,34.9,37061.016140926025
12898,dhl,bike,express,101.6,10.2,10880.626625796305
12899,xpressbees,ev bike,standard,201.3,32.34,5094.071516943942
12900,blue dart,van,standard,275.5,35.8,43757.713657511165
12901,ekart,truck,standard,276.0,36.43,18556.009720918057
12902,delhivery,ev bike,standard,11.5,22.4,1085.26430585645
12903,ekart,truck,standard,28.6,17.85,4240.796099569204
12904,ecom express,ev van,standard,164.3,5.96,17807.656416358666
12905,fedex,truck,standard,188.4,7.25,22562.0458264861
12906,dhl,van,express,280.2,39.64,126617.5316771641
12907,ekart,ev van,standard,185.2,40.92,6366.99843976857
12908,ekart,truck,standard,239.6,46.8,17473.976122637512
12909,xpressbees,ev bike,express,212.5,39.04,19506.356666715867
12910,ecom express,scooter,express,130.6,44.21,24635.518553529088
12911,xpressbees,ev van,express,101.5,7.66,36266.12674335818
12912,xpressbees,ev van,express,192.0,6.33,56756.96562975606
12913,fedex,ev van,standard,194.0,26.49,12748.836442956275
12914,delhivery,van,express,107.4,47.21,98494.68405505484
12915,xpressbees,ev van,express,92.6,43.59,63066.87768195843
12916,amazon logistics,ev bike,express,34.6,1.35,1029.2115503619063
12917,fedex,bike,express,29.5,44.2,10771.268680893112
12918,delhivery,ev van,standard,27.2,7.82,3106.6533130842563
12919,xpressbees,truck,express,210.2,45.91,262106.65169836849
12920,ecom express,truck,standard,160.1,30.01,58860.094792394055
12921,ekart,van,express,262.6,27.59,43464.8008709491
12922,blue dart,ev van,standard,34.8,15.47,5968.546718043219
12923,xpressbees,bike,standard,297.1,40.58,13647.153509228774
12924,ekart,van,standard,136.3,10.46,5585.406745298676
12925,xpressbees,truck,express,236.2,30.06,246736.51898285578
12926,xpressbees,scooter,express,69.6,32.53,13587.660868749575
12927,ekart,scooter,express,96.3,9.62,2553.5598070333476
12928,delhivery,truck,standard,37.5,30.24,18442.8538649046
12929,shadowfax,truck,standard,106.5,31.8,16713.09297120702
12930,dhl,ev bike,standard,112.4,19.57,1867.421127602579
12931,amazon logistics,ev bike,standard,98.1,37.15,1545.9745496969638
12932,dhl,bike,express,272.1,30.99,27766.79993007278
12933,ekart,van,express,255.0,32.03,43215.55644688136
12934,amazon logistics,ev van,standard,32.8,18.72,3131.507844345357
12935,xpressbees,ev van,standard,118.2,47.37,23864.665122330454
12936,shadowfax,bike,express,95.5,6.09,5888.632842348884
12937,ecom express,ev bike,standard,279.2,44.6,7609.318766826028
12938,amazon logistics,scooter,express,181.0,41.61,12520.419946671405
12939,amazon logistics,ev bike,express,267.1,11.82,7499.018374188541
12940,amazon logistics,van,express,124.7,0.67,28304.070974243856
12941,dhl,bike,standard,186.0,43.31,7453.620109388472
12942,delhivery,scooter,express,42.5,10.92,5340.340091613148
12943,shadowfax,ev van,standard,35.9,6.58,2082.1173299275247
12944,xpressbees,ev bike,standard,184.3,38.77,5423.609086266506
12945,ecom express,bike,express,169.6,31.34,36914.94228771868
12946,xpressbees,ev van,express,268.1,31.35,105734.28853450998
12947,shadowfax,ev van,standard,206.4,12.64,8419.895770510515
12948,shadowfax,truck,express,64.6,47.94,57219.75927620941
12949,blue dart,bike,express,156.7,44.11,30977.428417888124
12950,delhivery,van,express,13.6,4.65,9472.518016229422
12951,delhivery,bike,standard,196.9,47.87,8797.898071811547
12952,ecom express,van,express,37.6,16.83,50375.85443123561
12953,amazon logistics,scooter,standard,125.2,48.21,2966.6972703702954
12954,ekart,ev bike,express,12.5,21.66,1132.5474458386188
12955,dhl,ev bike,standard,200.3,22.25,2953.027880845925
12956,fedex,scooter,express,205.5,9.84,10321.075649888917
12957,ekart,ev van,express,44.7,11.41,5282.455114500597
12958,dhl,ev bike,standard,53.4,11.82,999.5302634635558
12959,dhl,truck,express,97.4,32.3,84583.93316599415
12960,xpressbees,ev bike,express,297.1,32.66,21566.24537964609
12961,xpressbees,ev bike,standard,266.1,23.23,5130.441236393654
12962,delhivery,ev bike,express,139.5,19.46,8914.948082308858
